CHANGEID;OBJECTID;ADROBJECTID;OPERTYPEID;NDOCID;CHANGEDATE
689623130;54101767;2b6f6738-3dd6-47b8-8c80-08018ba148f9;20;27406468;2025-09-29
689623131;36403228;8519eb04-683c-47e6-ba63-a75f37a067c0;20;27406469;2025-09-29
689623137;29574303;6bb6197f-92f1-4508-aba5-e95ee1a806de;20;27406472;2025-09-29
689623141;14673250;471aa033-6e57-4318-a9e1-f53dd2a07399;20;27406472;2025-09-29
689623136;16416699;36a890aa-4589-41a7-8400-2713591d4886;20;27406472;2025-09-29
689623140;66791804;e5ad54d7-cc07-4a79-8b7a-201fe7a0856b;20;27406472;2025-09-29
689623161;44061503;7979c0f4-15d4-4da3-b008-26ee36bdc2a4;24;27406478;2025-09-29
689623163;44022682;2457fc0e-2fae-4204-aedf-1bbbbe5ebd04;24;27406478;2025-09-29
689623165;44024415;33380bb6-2f4c-4896-960a-526e6a7f4347;24;27406478;2025-09-29
689623167;44028275;49fa3a61-742d-49e6-8157-100ee1b9e3af;24;27406478;2025-09-29
689623169;44038694;dc34f15c-839d-4054-8f8a-2705d9d4fb61;24;27406478;2025-09-29
689623171;44044190;06ea0595-0a2c-4a75-879f-7b8c574c89cf;24;27406478;2025-09-29
689623173;44045025;f377be31-b1a8-4261-85f4-99f061010c99;24;27406478;2025-09-29
689623175;44056660;55e9ed0c-81fe-4476-b66f-155eddfebe90;24;27406478;2025-09-29
689623177;44057886;6fc55946-3073-471f-83d3-126bf2a34162;24;27406478;2025-09-29
689623179;44060107;9724e8f4-2221-4f15-afbe-7d7df4f15b0b;24;27406478;2025-09-29
689623150;15383282;a2b28456-e96e-4533-a3bb-29e86fd0d450;24;27406477;2025-09-29
689623152;15393214;aeedf044-3cfb-4aa1-b37e-19bed6d1c4d8;24;27406477;2025-09-29
689623154;15395644;3e3cba56-bf0a-4d33-a59e-7ebc05b6b363;24;27406477;2025-09-29
689623156;15372744;03653d5f-cbab-4a4b-ab1f-b5943e630680;24;27406477;2025-09-29
689623158;15377474;ccfd7b32-a00e-4c83-914d-f3d5b5e562bb;24;27406477;2025-09-29
689623160;15380285;66a545ea-7967-4dbf-997a-10940c80fade;24;27406477;2025-09-29
689623181;16993091;f96cb0f5-d47a-489e-b10c-77ae0b810a6f;24;27406478;2025-09-29
689623183;17000555;19ad30d2-731d-4d26-9f4d-9020c468a679;24;27406478;2025-09-29
689623267;13368090;448a2d71-8853-4785-9c9f-c7248590c0a7;20;27403259;2025-09-29
689623273;173437908;4d528d4d-2e15-4849-9c71-69579290a25a;20;27406511;2025-09-29
689623268;16135944;fc8a35e1-37a6-4ccf-8e95-efe7a6588d19;20;27406509;2025-09-29
689623272;173609605;3e42fd10-52c3-4063-8349-f4078a698668;20;27406511;2025-09-29
689623283;79474782;a0d69131-4a38-42c2-9b7c-fd91773d1e34;20;27406515;2025-09-29
689623288;72175797;72b94a4c-1d14-499b-8143-d045367ebd9a;24;27406515;2025-09-29
689623293;51546146;7b8b15e3-057a-4629-953c-2b28ae78c430;20;27406515;2025-09-29
689623286;76662450;0d7959f6-3f19-4503-b2f7-4d4f0a76f162;20;27406515;2025-09-29
689623291;59610389;bb676b4a-3337-4a20-ae25-778476b53936;24;27406515;2025-09-29
689623294;45909656;b2c18509-5f20-410b-a675-399d2dbc828b;20;27406515;2025-09-29
689623479;174909327;99e6f85a-9fb6-4028-b517-9361985c06f8;10;27406569;2025-09-29
689623481;174909329;c0dc62cc-8c5e-4648-96ec-8dfb911c96a1;10;27406569;2025-09-29
689623483;174909331;3e573c00-01d2-4cd5-a769-f0cda3f568f4;10;27406569;2025-09-29
689623457;174909305;97f341a3-47ec-4f07-a9a8-18e2529c98a1;10;27406569;2025-09-29
689623459;174909307;3a7c3436-d054-44c9-a120-6e9a92949fd9;10;27406569;2025-09-29
689623461;174909309;6468f49c-9cf9-4552-8bdf-531e372967bb;10;27406569;2025-09-29
689623463;174909311;813c49f7-7a1e-4338-8121-0f10931d4310;10;27406569;2025-09-29
689623465;174909313;97df412b-33e9-431b-acac-d5eb5cd86b94;10;27406569;2025-09-29
689623467;174909315;8c0440d7-9729-4262-9707-fcab62dfe191;10;27406569;2025-09-29
689623469;174909317;c73a6751-a06c-4947-8780-0e5bdb068dda;10;27406569;2025-09-29
689623471;174909319;a4c1e175-ddb1-403c-b2a5-49e0d985bfda;10;27406569;2025-09-29
689623473;174909321;ffdba2c4-a7b6-4543-bbaa-d2557fe4454a;10;27406569;2025-09-29
689623475;174909323;ede5d93c-5b4a-49e3-aecb-cf97e4afb606;10;27406569;2025-09-29
689623477;174909325;38e0d157-d5ad-4007-b0b7-59467032202c;10;27406569;2025-09-29
689623513;174909361;fb00f57e-8cd1-40e0-bf2d-2807bb54892e;10;27406572;2025-09-29
689623516;162343839;dc88ac07-602a-48b2-8ee6-c1b35a38d6d0;42;27406574;2025-09-29
689623519;174909364;701ffa93-cb11-45c8-a66d-2e8e20d8aa3c;10;27406576;2025-09-29
689623521;174909366;826d00a5-7e66-49c7-b240-349eca673d84;10;27406576;2025-09-29
689623523;174909368;61254370-6027-4da5-9223-c031f9c58479;10;27406576;2025-09-29
689623525;174909370;3f76f249-7018-4e89-988f-3f6e336c0894;10;27406576;2025-09-29
689623486;174909334;b11f1022-fe47-4c9f-abb4-2e47ed70df18;10;27406569;2025-09-29
689623488;174909336;322f1ad1-c896-4f93-a6a2-0d93752de967;10;27406569;2025-09-29
689623490;174909338;778466f3-248f-46d5-8c92-ad6060dd5b62;10;27406569;2025-09-29
689623492;174909340;366710a3-b6a2-41a7-9c9b-21f0bb12ebd2;10;27406569;2025-09-29
689623494;174909342;5d8ad109-191e-425d-85a9-e5ebec20bbe0;10;27406569;2025-09-29
689623496;174909344;2def9a38-ddf3-4930-8c4d-f4add378c183;10;27406569;2025-09-29
689623498;174909346;451fe7c4-ac5a-42c3-84f0-541969b28219;10;27406569;2025-09-29
689623500;174909348;5a262c07-16df-499a-bc9f-6548f166264d;10;27406569;2025-09-29
689623502;174909350;2a0e5e16-51b3-4370-903b-02e72f1cabf0;10;27406569;2025-09-29
689623504;174909352;28a65f9e-c17b-41f2-8180-73e868bd9639;10;27406569;2025-09-29
689623506;174909354;c066046d-3d37-44c6-9c6c-21b3aa03813e;10;27406569;2025-09-29
689623508;174909356;ce8a9fb9-6bca-4ea1-a7d8-01a7f81d571f;10;27406569;2025-09-29
689623510;174909358;0c616eed-76fe-4274-a32a-e7ab29f42b0f;10;27406569;2025-09-29
