CHANGEID;OBJECTID;ADROBJECTID;OPERTYPEID;NDOCID;CHANGEDATE
689638250;44074397;2fb271b0-5808-4e9e-9191-4bbed666b710;20;27406012;2025-09-29
689638254;83256441;16caedd4-c63f-4fdf-a008-220f8f76e93a;20;27406012;2025-09-29
689638259;39954123;7c9694c0-c612-4c0f-8b80-6c2653fed26a;20;27406012;2025-09-29
689638273;11848432;5a52e272-544c-4638-b899-b906831ec16f;20;27406012;2025-09-29
689638262;39976378;32f063ad-6dcc-47e7-82d4-9cf9e2e4ec04;20;27406012;2025-09-29
689638278;48453673;a570d268-e869-4137-b110-c2a3b766c69d;20;27406012;2025-09-29
689642647;22928841;6d1afd18-4d05-4699-a45d-1cf0d059f5b6;20;27405141;2025-09-29
689642646;48457448;615944f0-b672-43cf-9a43-81258ab5a550;20;27406012;2025-09-29
689642652;28331824;9490b489-fa3f-4ee3-87ec-d9885fb0aa50;20;27406012;2025-09-29
689642658;49794667;5d49477e-8248-4601-999f-50482856f8d4;20;27406012;2025-09-29
689642681;40643143;a80d84a6-19dd-4a86-8f81-04232ab33ec3;20;27405141;2025-09-29
689642691;11754230;16fb557f-2a94-4b71-b824-86eb37ec680f;20;27405141;2025-09-29
689642686;17166915;74669eb7-40f4-4518-87ce-2881f79dbe2c;24;27406012;2025-09-29
689642688;17151731;e5f5d52d-48f0-4f33-b58f-9bb70c7918fe;24;27406012;2025-09-29
689642696;45164748;b1313af8-8408-4235-95ab-0ae09637ae7b;20;27405141;2025-09-29
689642702;58624285;6bd47bbf-16fc-489f-a9fa-459538dfb198;20;27405141;2025-09-29
689642709;80364799;546e5ad7-82bb-46b5-a25b-1d53bc634095;20;27405141;2025-09-29
689642712;80365259;4b36b021-a1b8-4b8a-8748-de0c2a02be0f;20;27405141;2025-09-29
689642718;157395012;c3223fbf-59b2-43f7-9213-b6f899b8d961;50;27403025;2025-09-29
689642725;24768231;ba59e3e2-c97c-497f-b423-7eba186e48b9;20;27406012;2025-09-29
689642726;66084979;bc0489aa-0381-4332-9744-5e2266275aea;20;27405141;2025-09-29
689642732;60979799;97194c7c-95f4-43b2-8d31-13326d1aadf3;20;27403025;2025-09-29
689642738;69970014;fce005f6-11eb-495e-a13b-84f064fdc59a;20;27405141;2025-09-29
689642731;45732005;f4c06b6a-5839-467b-8795-6629e6865293;20;27406012;2025-09-29
689642739;32553555;08690f4f-4bdf-4026-8eb3-f58f65f6e49c;20;27406012;2025-09-29
689642747;28282387;72c78f99-e52a-4e33-8539-06036daaeca9;20;27406012;2025-09-29
689642756;28278425;081e7e80-5c83-4687-b69a-56e6220fb3d9;20;27406012;2025-09-29
689642977;174918055;a35c356c-b41b-445f-b77f-1541f871e622;10;27409722;2025-09-29
689645080;31024579;70cbe985-0f38-4243-9dc5-1c3d6b9f67c8;20;27406012;2025-09-29
689645083;49412459;057fcccb-9871-4f10-a126-11f05f08e769;20;27406012;2025-09-29
689645103;22393865;64408c40-b9ed-4178-9775-fcc606de0c64;20;27405141;2025-09-29
689645109;174919153;66c7cde3-c040-4d4e-b115-a76368b63bbe;10;27403025;2025-09-29
689645113;71689368;02c42714-0060-41fe-bd67-4af8d1f3d972;20;27405141;2025-09-29
689645096;174919151;7ad2e203-e529-4298-b208-9a74767cbb71;10;27405022;2025-09-29
689645100;49414164;ebc62351-4721-469e-abdb-cbf5ba3839a1;20;27406012;2025-09-29
689645108;49437589;245b2405-feec-4d42-a5a5-39a80f574e0a;20;27406012;2025-09-29
689645124;174919162;c91d51a8-fded-4206-b9df-b05b68d113e6;10;27403025;2025-09-29
689648017;174921000;0371828c-60d9-4b68-be83-95fde2e8606d;10;27403025;2025-09-29
689648019;174921002;a142b281-0455-463f-b5fd-eb0d49aecc15;10;27403025;2025-09-29
689648030;174921008;08bd888f-e38c-42aa-95b1-ecec861a8fd7;10;27403025;2025-09-29
689648021;174921003;f459b190-349d-4e78-a511-b8c497e920fe;10;27403025;2025-09-29
689648025;174921006;5d0b1c6d-0882-43e1-a151-4886df289e8c;10;27403025;2025-09-29
689648036;174921014;f95ba35e-0e1d-47df-8bce-b6f7db058f4b;10;27403025;2025-09-29
689648046;174921023;3f30eaf0-6cdd-4183-bd91-3adcc57e61e3;10;27403025;2025-09-29
689648056;93919430;6fe28f2f-a8cf-4e2f-a0b5-09c5ee286d74;20;27404082;2025-09-29
689648060;174921032;28f77fad-77b2-421c-833e-6c8cc4692a06;10;27403025;2025-09-29
689648061;174921033;dbc5204c-dce5-4e4b-a6cc-3d38ba68cb85;10;27410651;2025-09-29
689648067;174921039;d66922f2-85d8-4e6d-b991-6b2edcd5657f;10;27403025;2025-09-29
689648200;174921168;530658b5-0121-4a7b-a96f-7c1c397f922e;10;27410659;2025-09-29
689649029;174921840;a7b7bf0f-ce21-4719-9f92-6855c7294882;10;27410750;2025-09-29
689649457;174922042;73beb828-11d7-4614-a77c-ff340a9d3b6c;10;27410879;2025-09-29
689652705;174924206;5ced4c97-19da-470d-b601-7ce1f0d34a9e;10;27411256;2025-09-29
689653026;174924463;1febb072-abd0-4f75-8cad-8fa5385d784d;10;27411314;2025-09-29
689653104;174924513;b1198470-8192-4395-8ed7-c61376eb0299;10;27411344;2025-09-29
689654426;37021685;43c469f9-32fa-4c20-a56b-c992fb592d78;20;27410651;2025-09-29
689655932;174926202;9c880662-cbf5-4098-bc04-048e468f9b65;10;27411687;2025-09-29
689662515;31025940;74dd4b97-eaad-48ab-a55f-058e26c0c77b;20;27411769;2025-09-29
689662520;52616573;69d2100d-79b2-4289-8f12-f890a7ee6282;20;27411771;2025-09-29
689663480;174927904;8f0d544a-0481-47f4-acc7-16df75144fae;10;27411873;2025-09-29
689663489;174927913;f36058b3-cde5-46bb-9fff-2863d02351a0;10;27411873;2025-09-29
689663491;174927915;880bfb15-16da-498f-90a1-cea4d9476098;10;27411873;2025-09-29
689663493;174927917;80447a34-86a3-46d8-b721-b9f82f077288;10;27411873;2025-09-29
689663495;174927919;0aa612d3-ebba-48d0-b5a4-0dcaaee2023f;10;27411873;2025-09-29
689663497;174927921;37057653-7c4b-4fe8-8c0f-afbdea702bc6;10;27411873;2025-09-29
689663499;174927923;d2898d14-3ae9-422d-a40a-6f9bf091eeaf;10;27411873;2025-09-29
689663503;174927927;72b44656-35ea-42e5-8da3-fd384f4bf090;10;27411876;2025-09-29
689663540;174927961;d9b6c850-18ad-496b-bab1-27e35361e9db;10;27411873;2025-09-29
689663511;174927935;06c734df-7a2b-4faf-bc79-ffc1d8dfc228;10;27411873;2025-09-29
689663513;174927937;26fb521d-cb86-48f9-bf3b-5fe8fbab06b0;10;27411873;2025-09-29
689663515;174927939;884b9c0c-cb2f-407b-b6b7-2d31593af504;10;27411873;2025-09-29
689663517;174927941;1a38c9aa-f037-475f-b5a3-0ed75af8898a;10;27411873;2025-09-29
689663519;174927943;7c646c25-bf3d-4ce7-953d-4ef51b260270;10;27411873;2025-09-29
689663521;174927945;9fccd348-43e2-40f3-b7f6-fb1493df457c;10;27411873;2025-09-29
689663523;174927947;35d4bd35-f0f6-428e-9bbe-109cb7c51dab;10;27411873;2025-09-29
689663525;174927949;f383ab95-0c48-4d59-962d-f9e7281cf06f;10;27411873;2025-09-29
689663527;174927951;dee4d4ba-f3f4-4f00-a3eb-9b8e69b2d861;10;27411873;2025-09-29
689663529;174927953;d43608df-4c9f-428a-9291-18aba303ee47;10;27411873;2025-09-29
689663541;174927962;7ef6b045-b58d-48ee-b68c-25f3aee84228;10;27411873;2025-09-29
689663543;174927964;8877f868-6f24-45ec-a0f4-ae8cccfa4947;10;27411873;2025-09-29
