ID;NAME;DATE;NUMBER;TYPE;KIND;UPDATEDATE;ORGNAME;ACCDATE
27407559;О присвоении адресов объектам адресации;2025-09-26;Пр-579;24;2;2025-09-29;Администрация города Урай;2025-09-29
27407646;О результатах инвентаризации адресных объектов;2025-09-24;1672;21;2;2025-09-29;АДМИНИСТРАЦИЯ ГОРОДА ЛАНГЕПАСА;2025-09-29
27407882;О присвоении адреса объекту адресации;2025-09-24;186;23;2;2025-09-29;ДЕПАРТАМЕНТ ГРАДОСТРОИТЕЛЬСТВА И ЗЕМЕЛЬНЫХ ОТНОШЕНИЙ АДМИНИСТРАЦИИ ГОРОДА НЕФТЕЮГАНСКА;2025-09-29
27407895;О присвоении адреса объекту адресации;2025-09-29;H-28945745;24;3;2025-09-29;ДЕПАРТАМЕНТ АРХИТЕКТУРЫ И ГРАДОСТРОИТЕЛЬСТВА АДМИНИСТРАЦИИ ГОРОДА;2025-09-29
27414824;О присвоении адресов объектам адресации;2025-09-25;6091;21;2;2025-09-29;Администрация города Сургута;2025-09-29
27408425;О присвоении почтовых адресов;2003-01-20;11;15;2;2025-09-29;"ДФГУП ""Нижневартовский государственный центр инвентаризации и учета объектов недвижимости""";2025-09-29
27408740;О присвоении адресов объектам адресации;2025-09-29;Пр-582;24;2;2025-09-29;Администрация города Урай;2025-09-29
27408790;Об аннулировании адреса;2025-09-26;1087/44-01-П;24;2;2025-09-29;Департамент строительства администрации города Нижневартовска;2025-09-29
27408813;Об актуализации адресных сведений в Государственном адресном реестре;2025-09-26;44-01-Исх-1737;23;1;2025-09-29;Департамент строительства администрации города Нижневартовска;2025-09-29
27408880;О присвоении адреса;2025-09-26;1081/44-01-П;24;2;2025-09-29;Департамент строительства администрации города Нижневартовска;2025-09-29
27409426;О присвоении наименований и адресов улицам в границах элемента планировочной структуры;2025-09-26;6106;21;2;2025-09-29;Муниципальное образование городской округ Сургут Ханты-Мансийского автономного округа - Югры Администрация города;2025-09-29
27409415;Об аннулировании адреса;2025-09-26;1083/44-01-П;24;2;2025-09-29;Департамент строительства администрации города Нижневартовска;2025-09-29
27409527;О присвоении адресов объектам адресации;2025-09-29;2524;21;2;2025-09-29;АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГОРОД НЯГАНЬ;2025-09-29
27410366;О присвоении и аннулировании адреса объекта адресации;2025-09-29;H-28947545;21;3;2025-09-29;АДМИНИСТРАЦИЯ ГОРОДА ЮГОРСКА;2025-09-29
27410444;О присвоении и аннулировании адреса объекта адресации;2025-09-29;H-28947711;21;3;2025-09-29;АДМИНИСТРАЦИЯ ГОРОДА ЮГОРСКА;2025-09-29
