CHANGEID;OBJECTID;ADROBJECTID;OPERTYPEID;NDOCID;CHANGEDATE
689639111;174916563;22aac12d-4fca-4e0b-b2f5-4e555a6d549b;10;27409215;2025-09-29
689639172;174916612;a07f6c26-c79f-4a12-b2b1-b134481ecefb;10;27409229;2025-09-29
689639169;174916611;fd0f2655-33bf-4c0c-881b-02d155314904;10;27409227;2025-09-29
689670325;174930844;23bf9024-6ed8-4b1d-9b04-e7f555e9f639;10;27413010;2025-09-29
689644601;174918976;244feb4e-3358-427a-b4df-69e56a8961f1;10;27410084;2025-09-29
689653177;174924552;70dd6208-c7f1-4c4e-9543-33a1f43288e5;10;27411370;2025-09-29
689664287;70128854;bd2236ff-9a17-4b0f-b05b-df4c1d6feb34;20;27412020;2025-09-29
689664641;174928538;b9736505-61e1-40ce-8f16-ff14cbabaca5;10;27412091;2025-09-29
689666992;174929132;0fa293c0-b1e3-48f3-a754-9d55e69926ff;10;27412291;2025-09-29
689667266;174929292;6517b488-9fec-47ab-9f13-28a8e1a49a95;10;27412352;2025-09-29
689668971;174930201;16c4ae5b-d42e-4e94-82cd-9a56c3fbc268;10;27412706;2025-09-29
689669005;174930212;9210138d-f8ff-4cb5-a2d9-2b46065c64e4;10;27412706;2025-09-29
689669067;174930247;e74fc825-4cba-429b-9b8e-e07d0c020641;10;27412706;2025-09-29
689669805;93810922;bb7bd043-f6da-4efe-b91b-b2badd78123e;20;27412915;2025-09-29
689669949;174930619;db1f8474-c698-402d-bcc7-a4d8fc3958b1;10;27412949;2025-09-29
689669973;174930632;def4174d-e77b-4561-88d4-7bdf404bc3d3;10;27412949;2025-09-29
689670143;174930729;73d5f430-094f-4780-82ae-58389c756bd6;10;27413010;2025-09-29
689670194;174930771;63567188-64e1-4fb8-9440-9abf502a17a6;10;27413010;2025-09-29
689670270;174930812;95b0031e-0d70-43fe-b600-9453d7c58147;10;27413010;2025-09-29
689639475;174916767;8e998512-6a49-4bda-b5d8-4894d97e0f2b;10;27409246;2025-09-29
689639479;174916771;a1701b3a-4bda-451d-aa61-ffae2bad109c;10;27409249;2025-09-29
689639472;174916764;804bd019-32d7-4cb2-bcd6-17dfcc1cc5ac;10;27409245;2025-09-29
689639476;174916768;2f8e7774-8081-465f-8aa3-37d5be1aa7e3;10;27409247;2025-09-29
689639480;174916772;f33205fe-3bb8-414b-ac34-432e16a9bba9;10;27409250;2025-09-29
689639486;174916778;3fbeef21-4489-402f-8778-b1933a1adc56;10;27409254;2025-09-29
689639492;174916784;7934326e-e3bb-4055-9eaf-f4ae9be57562;10;27409256;2025-09-29
689639489;174916781;bc3fe35f-56cd-47da-a10e-129378443fa7;10;27409255;2025-09-29
689639506;174916797;f8d3fd72-6041-4a77-9e38-f32acfefc82e;10;27409260;2025-09-29
689672369;174931840;cfb79fbe-0e60-44f0-9775-9d26740194bc;10;27413316;2025-09-29
689672691;171292444;81e43e78-54ae-4a2f-b941-dcd77b240baa;20;27413376;2025-09-29
689672820;174932180;7f18941d-70a9-47cb-988e-88d692367efb;10;27413432;2025-09-29
689673273;171097779;d864c791-2742-4962-a60f-b106ba9664b4;20;27413557;2025-09-29
689674727;174933353;8c9e124b-c0f0-42bc-bd32-a971ab19debc;10;27413933;2025-09-29
689675092;24208645;0ababe11-3972-45f4-ad53-1385c1d8173a;20;27414010;2025-09-29
689675450;174933793;6f2f4825-2851-485a-a3a5-b68305a7861b;10;27414137;2025-09-29
