ID;NAME;DATE;NUMBER;TYPE;KIND;UPDATEDATE;ORGNAME;ACCDATE
27409700;Об уточнении адреса объекту недвижимости в части кадастрового номера, расположенному на территории Старооскольского городского округа Белгородской области;2025-09-17;1220;23;1;2025-09-29;АДМИНИСТРАЦИЯ СТАРООСКОЛЬСКОГО ГОРОДСКОГО ОКРУГА БЕЛГОРОДСКОЙ ОБЛАСТИ;2025-09-26
27410431;О присвоении адреса объекту адресации;2025-09-24;75;21;2;2025-09-29;"АДМИНИСТРАЦИЯ РУССКОХАЛАНСКОГО СЕЛЬСКОГО ПОСЕЛЕНИЯ МУНИЦИПАЛЬНОГО РАЙОНА ""ЧЕРНЯНСКИЙ РАЙОН"" БЕЛГОРОДСКОЙ ОБЛАСТИ";2025-09-29
27410475;О присвоении адреса объекту адресации;2025-09-24;77;21;2;2025-09-29;"АДМИНИСТРАЦИЯ РУССКОХАЛАНСКОГО СЕЛЬСКОГО ПОСЕЛЕНИЯ МУНИЦИПАЛЬНОГО РАЙОНА ""ЧЕРНЯНСКИЙ РАЙОН"" БЕЛГОРОДСКОЙ ОБЛАСТИ";2025-09-29
27410883;О внесении изменений по объекту адресации;2025-09-29;T-28948229;21;4;2025-09-29;АДМИНИСТРАЦИЯ НОВООСКОЛЬСКОГО МУНИЦИПАЛЬНОГО ОКРУГА БЕЛГОРОДСКОЙ ОБЛАСТИ;2025-09-29
27410955;О редактировании адреса в части номера дома;2025-09-29;165;15;2;2025-09-29;АДМИНИСТРАЦИЯ СТРЕЛЕЦКОГО СЕЛЬСКОГО ПОСЕЛЕНИЯ МУНИЦИПАЛЬНОГО РАЙОНА КРАСНОГВАРДЕЙСКИЙ РАЙОН БЕЛГОРОДСКОЙ ОБЛАСТИ;2025-09-29
27411009;О присвоении объекту адресации адреса;2025-09-26;226;21;2;2025-09-29;"АДМИНИСТРАЦИЯ НОВОСАДОВСКОГО СЕЛЬСКОГО ПОСЕЛЕНИЯ МУНИЦИПАЛЬНОГО РАЙОНА ""БЕЛГОРОДСКИЙ РАЙОН"" БЕЛГОРОДСКОЙ ОБЛАСТИ";2025-09-29
27411275;О внесении изменений по объекту адресации;2025-09-29;T-28948605;23;4;2025-09-29;АДМИНИСТРАЦИЯ АЛЕКСЕЕВСКОГО МУНИЦИПАЛЬНОГО ОКРУГА БЕЛГОРОДСКОЙ ОБЛАСТИ;2025-09-29
27411347;О присвоении адреса объекту адресации;2025-09-24;82;21;2;2025-09-29;"АДМИНИСТРАЦИЯ РУССКОХАЛАНСКОГО СЕЛЬСКОГО ПОСЕЛЕНИЯ МУНИЦИПАЛЬНОГО РАЙОНА ""ЧЕРНЯНСКИЙ РАЙОН"" БЕЛГОРОДСКОЙ ОБЛАСТИ";2025-09-29
27411374;О присвоении адреса объекту адресации;2025-09-24;81;21;2;2025-09-29;"АДМИНИСТРАЦИЯ РУССКОХАЛАНСКОГО СЕЛЬСКОГО ПОСЕЛЕНИЯ МУНИЦИПАЛЬНОГО РАЙОНА ""ЧЕРНЯНСКИЙ РАЙОН"" БЕЛГОРОДСКОЙ ОБЛАСТИ";2025-09-29
27412003;о присвоении адресов объектам адресации;2025-09-26;151-р;15;2;2025-09-29;"АДМИНИСТРАЦИЯ  НОВОУКОЛОВСКОГО СЕЛЬСКОГО  ПОСЕЛЕНИЯ МУНИЦИПАЛЬНОГО РАЙОНА ""КРАСНЕНСКИЙ РАЙОН"" БЕЛГОРОДСКОЙ ОБЛАСТИ";2025-09-29
27412122;О присвоении адреса объекту адресации;2025-09-26;49-93/1270;23;2;2025-09-29;АДМИНИСТРАЦИЯ ЯКОВЛЕВСКОГО МУНИЦИПАЛЬНОГО ОКРУГА БЕЛГОРОДСКОЙ ОБЛАСТИ;2025-09-29
