ID;OBJECTID;OBJECTGUID;CHANGEID;NAME;TYPENAME;LEVEL;OPERTYPEID;PREVID;NEXTID;UPDATEDATE;STARTDATE;ENDDATE;ISACTUAL;ISACTIVE
1868496;1394451;679ecca0-d858-4a21-9bbd-a3a821241b8a;157337139;Высоково;д;6;20;1716557;52189426;2025-09-29;2020-10-08;2025-09-29;0;0
1868492;1386212;bba5f19f-3452-455f-8556-bd1f6b81900e;157337134;Титово;с;6;20;1706675;52189523;2025-09-29;2020-10-08;2025-09-29;0;0
1868509;1396184;932b985e-ea57-47ee-9d5a-088bdf8f66d7;157337208;Прудищи;д;6;20;1718555;52190036;2025-10-01;2020-10-08;2025-10-01;0;0
1868515;1386697;f32d9eb0-d723-433d-a189-94d3e8b6561d;157339369;Титово;д;6;20;1707244;52189896;2025-09-30;2020-10-08;2025-09-30;0;0
1911319;1395635;f2475818-1b5c-4dc8-8142-107d588f432c;193250409;Борисоглебский;рп;6;20;1717905;52189397;2025-09-29;2021-05-20;2025-09-29;0;0
1704382;1384235;0c18921e-abb0-44a9-b630-27a1832dbdbf;3786729;Яшкурово;д;6;1;0;52189838;2025-09-30;1900-01-01;2025-09-30;0;0
1704184;1384063;55e163be-093e-4b02-bae6-9b0c63be25c2;3786287;Иваново-Рудаково;с;6;1;0;52190086;2025-10-01;1900-01-01;2025-10-01;0;0
1703871;1383780;bcc3456f-34cd-40f3-abf7-0fb83e27826e;3785544;Пахомово;д;6;1;0;52189435;2025-09-29;1900-01-01;2025-09-29;0;0
1704900;1384683;ea5c5aa6-4a7e-4e22-bea4-3e709a1b68c9;3787986;Коробцово;д;6;1;0;52190155;2025-10-01;1900-01-01;2025-10-01;0;0
1704403;1384260;f38b0c45-6bfd-4e59-addd-d8d70f1d26b4;3786790;Пестово;д;6;1;0;52189587;2025-09-29;1900-01-01;2025-09-29;0;0
1704726;1384539;01ae4b60-b3d8-445f-9814-e2f33824a7bc;3787507;Каликино;д;6;1;0;52189455;2025-09-29;1900-01-01;2025-09-29;0;0
1703950;1383851;fe0a7902-48c1-4ca0-9198-13082ff0005d;3785762;Хаурово;д;6;1;0;52189568;2025-09-29;1900-01-01;2025-09-29;0;0
1704310;1384178;d49a0fcb-85da-4172-9f3b-f715f43dfbe9;3786564;Лекино;д;6;1;0;52189882;2025-09-30;1900-01-01;2025-09-30;0;0
1705031;1384790;e34cc620-cf60-4d1c-874a-f946be45c76f;3788274;Губино;д;6;1;0;52190069;2025-10-01;1900-01-01;2025-10-01;0;0
1705238;1384970;f1f049a8-375c-4cc9-9f7f-dc3a2926d03e;3788693;Вощажниково;с;6;1;0;52189407;2025-09-29;1900-01-01;2025-09-29;0;0
1705619;1385296;dbca796f-de3d-4559-8262-91affc63c1b7;3789573;Комарово;д;6;1;0;52189542;2025-09-29;1900-01-01;2025-09-29;0;0
1706149;1385753;6bb97f2b-7a64-4eee-b893-e1561ea9c5e4;3790864;Ляхово;д;6;1;0;52190034;2025-10-01;1900-01-01;2025-10-01;0;0
1706159;1385762;d1a0a9d1-364b-4d1c-87c3-5d124290be1a;3790884;Ораново;д;6;1;0;52189803;2025-09-30;1900-01-01;2025-09-30;0;0
