ID;OBJECTID;OBJECTGUID;CHANGEID;NUMBER;OPERTYPEID;NEXTID;UPDATEDATE;STARTDATE;ENDDATE;ISACTUAL;ISACTIVE
562796;85115387;7caa7578-87db-48ae-a102-961718402d5f;126399228;13б;10;74202533;2025-10-01;2018-09-11;2025-10-01;0;0
11287703;96228119;73ae02e7-580a-4cda-89c1-cb0be7cab334;143906779;13;10;74202535;2025-10-01;2020-04-03;2025-10-01;0;0
11287733;96228149;7ba615be-2ba2-4911-9fa9-702cd8d03431;143906809;42;10;74193957;2025-09-30;2020-04-03;2025-09-30;0;0
11287737;96228153;6c043613-1d26-4bd0-a4c3-91b21ec7e444;143906813;49;10;74198428;2025-10-01;2020-04-03;2025-10-01;0;0
11330243;96311356;033af02d-a382-40bf-814f-789c06c36996;145079297;34;10;74195271;2025-09-30;2020-04-10;2025-09-30;0;0
11623717;96818396;39ed68fe-4cd9-4f50-a673-dd37cd42595d;150286492;19у2;10;74177945;2025-09-29;2020-05-21;2025-09-29;0;0
11889905;97294359;4ae5541c-e516-4ae8-a765-0feb658fb6fc;152363531;22;10;74193469;2025-09-30;2020-06-25;2025-09-30;0;0
13071924;99409357;61d2cc20-250b-4008-ab9b-3c4a0589a605;161893543;12/6;10;74174019;2025-09-29;2020-12-03;2025-09-29;0;0
13072211;99409693;ac7c6052-3ccf-43d3-9f22-9f4795cc82f6;161897315;9/11;10;74172570;2025-09-29;2020-12-03;2025-09-29;0;0
13202905;99651053;21118fd7-e037-43db-ae30-ae50d238ea96;165039924;17/2;10;74174211;2025-09-29;2020-12-17;2025-09-29;0;0
13403371;100019036;f02b6f7b-a2f0-4b03-8ace-2418e09575e7;168967235;5/2;10;74169989;2025-09-29;2021-01-21;2025-09-29;0;0
13411479;100035088;e521c7d8-4529-4faf-9606-0625c0594efd;169309672;15/12;10;74173292;2025-09-29;2021-01-22;2025-09-29;0;0
13412571;100038382;9b158f2d-c969-4cc6-a5e8-818f3a22601c;169313629;5/12;10;74172432;2025-09-29;2021-01-22;2025-09-29;0;0
14016460;100981651;fa1733b6-cbf7-425a-aeac-da2e3f8b44c0;191729153;9/15;10;74172748;2025-09-29;2021-04-16;2025-09-29;0;0
5301200;89837144;88aa1f42-c51e-4beb-a78f-9ca88322863b;132359442;65;10;74185255;2025-09-30;2019-12-16;2025-09-30;0;0
5743307;90278807;db569604-499d-415a-8175-a75c806c1add;132855296;8/4;10;74169208;2025-09-29;2019-11-22;2025-09-29;0;0
6381801;90916604;13c6fa6b-8eba-42a3-9a64-0f288043dc3a;133571582;5/7;10;74169974;2025-09-29;2019-10-24;2025-09-29;0;0
6570761;91105418;292826cf-7755-4e30-b9b3-c2da598602f8;133790353;10/1;10;74207346;2025-10-01;2019-09-11;2025-10-01;0;0
7461570;91995618;e628652e-5dcf-4387-8588-81c4bbf69631;134778092;27/1;10;74174195;2025-09-29;2019-10-24;2025-09-29;0;0
7570917;92104933;07e6c1a0-50a9-4fb2-b094-8a78a3bbf1bf;134895406;19;10;74174215;2025-09-29;2019-10-29;2025-09-29;0;0
8038463;92572191;e8a69cee-17a2-4f33-84ee-cb147061d1e9;135396552;21;10;74202497;2025-10-01;2019-08-15;2025-10-01;0;0
8140109;92673864;79216f63-a200-4301-b285-8709610fa6bc;135506093;17;10;74174206;2025-09-29;2019-10-27;2025-09-29;0;0
8150842;92684523;1308d20e-9423-4e6e-bd55-b698bf668316;135517571;9/10;10;74172557;2025-09-29;2019-12-04;2025-09-29;0;0
8507646;93041179;933d1df2-be33-4230-84df-9edb3af9f0d6;135897965;10;10;74174005;2025-09-29;2019-10-01;2025-09-29;0;0
9468572;94001792;e99a0923-c65d-4b58-9ec5-142df49e0259;136931672;15А;10;74173512;2025-09-29;2019-12-06;2025-09-29;0;0
